0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.924,2.2089,1.2133,53.258,57.969,0,0,0,65.542,200.01,210.96,114.29,24.573,0,0,0,141.19,82.142,49.351,148.15,102.13,0,0,0,17.071,0,0,0,18.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.28,0,0,0,0,0,67.569,149.81,202.57,84.462,9.9867,0,0,0,0,124.25,162.49,106.53,13.267,0,0,0,32.893,146.56,24.191,139.85,0,0,0,14.938,168.26,17.271,0,138.06,34.324,0,0,106.2,32.733,0,0,13.16,165.18,39.827,0,0,0,0,0,0,5.7156,9.68,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.578,112.71,89.307,55.804,48.551,50.56,29.529,0,26.964,150.52,60.458,94.556,101.86,107.12,198.43,0,0,157.85,0,0,36.982,162.43,58.013,0,0,112.05,115.66,142.22,137.44,13.751,0,0,0,0.44889,54.836,17.142,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.449,49.32,97.751,146.96,0,0,0,0,200.55,236,144.59,29.396,0,0,0,3.3778,86.471,139.76,204.76,246.1,88.378,0,0,29.72,61.227,26.36,10.413,0.65778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14.733,127.52,152.89,152.89,152.8,50.756,0,0,68,97.396,27.64,135.87,0,0,0,0,68,84.867,24.933,135.87,0,0,0,0,40.738,183.28,168.74,59.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.933,100.06,26.098,0,0,0,0,116.52,102.09,49.733,146.13,0,0,0,0,180.8,76.311,34.409,119.98,0,0,0,0,14.391,1.8978,27.698,17.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.978,14.244,0,0,8.76,16.209,0,0,103.29,127.95,148.48,145.22,158.64,108.79,0,0,52.667,27.529,0,0.56889,13.729,140.2,0,0,0,0,0,0,0,29.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.98,0,0,0,0,87.276,13.631,0,141.6,110.29,141.8,141.73,146.32,171.95,1.6089,0,146.31,0,0,0,0,145.12,0,7.9867,108.73,0,0,0,0,69.649,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.938,0,0,0,0,36.76,124.09,158.14,95.947,0,0,0,97.787,237.07,111.37,19.276,0,0,0,0,5.4756,33.56,86.787,201.24,155.13,0,0,0,101.28,159.86,151.24,102.36,32.222,0,0,0,42.391,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.27,142.86,146.21,154.36,51.258,0,0,0,0,35.96,169.57,170.09,39.293,0,0,0,1.2978,134.12,12.031,25.107,122.74,0,0,0,0,0,0,0,22.031,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.049,2.2756,0,0,0,0,0,0,207.5,139.15,144.71,14.587,0,0,0,0,161.72,7.9111,0,0,0,0,0,0,61.809,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.187,50.867,50.867,47.427,0,0,0,77.867,188.33,168.2,177.76,108.62,0,0,0,116.54,156.99,150.07,146,68.08,0,0,0,0,19.2,0,1.0933,129.81,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.107,0,0,0,0,0,0,0,104.68,155.75,143.12,106.92,72.404,6.3867,0,0,0,0,10.831,49.009,187.51,52.733,0,0,14.618,51.182,105.44,163.16,69.084,0,0,0.52444,124.17,96.769,52.462,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,27.027,112.37,152.53,125.61,0,0,0,102.48,133.12,46.8,0,153.73,13.52,0,9.2622,150.88,0,101.72,87.964,119.74,0,0,78.369,73.96,3.7422,158.81,174.29,0,0,0,107.75,131.82,165.79,61.618,115.98,10.116,0,0,4.1867,42.796,2.28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.72,51.604,0,7.4489,104.44,141.01,0,0,17.164,166.17,104.4,159.32,58.378,0,0,0,122.26,156.38,187.96,13.351,0,0,0,0,15.907,0,36.293,160.16,126.39,81.484,0,0,0,0,0,0,36.493,53.462,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5289,0,0,0.47556,0,0,0,37.458,131.07,11.524,111.94,83.044,0,0,0,111.89,168.11,167.42,49.582,0,0,0,1.5156,159.02,85.258,167.57,16.2,0,0,0,0,13.827,0,21.476,9.1333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2667,17.64,79.142,164.1,203.14,131.48,1.1378,0,43.067,238.37,119.78,63.302,11.28,0,0,0,6.68,87.938,167.06,29.133,0,0,0,0,0,0,18.053,161.68,68.564,0,0,0,5.6533,72.48,74.764,112.36,227.82,32.516,0,0,5.1689,78.613,75.32,43.196,4.0133,0,0
0,0,0,0,0,0,0,0,0,0,20.391,0,0,0,0,0,0,4.24,156.69,0,0,0,32.116,0,0,84.68,95.96,51,47.493,16.813,147.24,0,0,62.551,58.151,92.733,98.884,131.8,203.97,9.5511,0,0,0,0,0,0,95.276,16.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.84,114.05,0.81333,0,74.667,134.64,0,0,0,74.884,155.4,161.43,97.973,1.28,0,0,29.044,151.75,154.43,131.67,1.1467,0,0,0,123.44,22.124,0,68.129,147.88,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
