0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6978,17,3.8933,0,0,56.409,127.88,160.71,153.59,103.43,8.56,124.9,179.34,103.8,88.378,91.649,0,0,0,66.133,100.87,158.07,192.14,35.076,0,0,0,0,0,12.533,169.31,145.17,136.11,5.88,0,0,0,108.33,50.72,0,22.742,61.178,0,0,0,106.98,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14.2,95.622,156.35,186.76,98.693,8.9956,69.516,138.67,232.76,192.61,146.09,130.28,9.2978,0,43.311,84.96,72.68,81.538,140.8,155.63,26.676,0,0,0,0,0,0,29.747,120.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.676,130.08,18.027,0,0,0,0,160.38,140.84,170.99,0,0,0,0,0,51.196,131.22,158.85,120.12,0.83111,0,0,0,0,0,0,23.262,13.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.667,67.502,0,0,1.4311,58.12,143.16,221.07,222.08,121.28,0,72.591,201.36,237.82,204.69,161.54,181.33,0,6.6622,50.924,18.071,2.2267,52.413,143.92,220.27,9.2089,0,0,0,0,0,0,19.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0089,42.987,91.289,101.99,84.178,22.996,0,45.173,201.4,120.6,195.22,46.622,2.0089,0,0,26.622,161.29,112.88,102.19,0,0,0,0,0,0.38222,69.662,138.92,83.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.636,51.809,84.498,157.56,188.88,48.64,0,8.4178,223.81,170.51,145.72,37.622,0.95556,0,0,68.022,171.3,149.8,208.49,148.22,123.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8311,55.738,120.15,123.93,163.36,0,0,0,142.4,187.39,186.69,32.653,4.5644,0,0,0,3.6533,72.404,203.05,169.69,165.02,11.156,0,0,0,1.0089,9.1644,0,5.32,21.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5867,48.916,100,118.82,0,0,106.84,194.66,158.53,193.42,55.538,14.529,0,0,37.933,89.724,140.16,172.94,116.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.67111,9.0444,0,0,0,0,11.151,114.92,163.55,71.836,0,0,3.6844,100.27,161.5,184.55,0,0,0,14.418,198.4,147.76,58.676,159.19,1.5822,0,0,0,42.262,73.671,90.196,120.39,148.15,109.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.476,58.942,83.391,92.676,45.067,0,0,11.138,212.23,103.89,159.44,43.12,0.031111,0,0,0,41.636,172.12,190.9,79.178,4.1333,0,0,0,0,0,8.8311,75.991,16.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
